t,rt,cond,sub,a,r,acc,s,block
49,NaN,1,116,1,0,0,1,1
50,238,1,116,2,0,0,2,1
51,484,1,116,2,1,NaN,3,1
52,378,1,116,2,0,NaN,3,1
53,413,1,116,2,0,1,1,1
54,395,1,116,2,0,0,2,1
55,1132,1,116,2,1,1,1,1
56,NaN,1,116,1,0,1,2,1
57,429,1,116,2,0,NaN,3,1
58,441,1,116,2,1,NaN,3,1
59,1177,1,116,2,0,0,2,1
60,728,1,116,2,1,1,1,1
61,1116,1,116,2,1,1,1,1
62,267,1,116,2,0,0,2,1
63,424,1,116,2,0,NaN,3,1
64,NaN,1,116,1,1,NaN,3,1
65,284,1,116,2,0,0,2,1
66,456,1,116,2,1,1,1,1
67,317,1,116,2,1,1,1,1
68,266,1,116,2,0,0,2,1
69,250,1,116,2,0,NaN,3,1
70,269,1,116,2,1,1,1,1
71,408,1,116,2,0,NaN,3,1
72,NaN,1,116,1,1,1,2,1
73,266,1,116,2,1,0,2,1
74,381,1,116,2,0,NaN,3,1
75,682,1,116,2,1,1,1,1
76,698,1,116,2,1,1,1,1
77,1084,1,116,2,1,0,2,1
78,NaN,1,116,1,0,NaN,3,1
79,1540,1,116,2,1,1,1,1
80,693,1,116,2,0,0,2,1
81,859,1,116,2,1,NaN,3,1
82,899,1,116,2,1,NaN,3,1
83,472,1,116,2,1,1,1,1
84,571,1,116,2,0,0,2,1
85,1357,1,116,2,1,1,1,1
86,529,1,116,2,1,0,2,1
87,NaN,1,116,1,0,NaN,3,1
88,652,1,116,2,1,1,1,1
89,NaN,1,116,1,1,1,2,1
90,377,1,116,2,1,NaN,3,1
91,249,1,116,2,1,0,2,1
92,271,1,116,2,1,1,1,1
93,NaN,1,116,1,0,NaN,3,1
94,266,1,116,2,0,NaN,3,1
95,259,1,116,2,0,0,2,1
96,239,1,116,2,1,1,1,1
97,290,1,116,2,1,1,1,1
98,395,1,116,2,0,0,2,1
99,NaN,1,116,1,0,NaN,3,1
100,551,1,116,2,1,1,1,1
101,NaN,1,116,1,0,NaN,3,1
102,299,1,116,2,0,0,2,1
103,455,1,116,2,0,0,2,1
104,510,1,116,2,1,1,1,1
105,598,1,116,2,0,NaN,3,1
106,845,1,116,2,1,1,1,1
107,NaN,1,116,1,1,1,2,1
108,307,1,116,2,1,NaN,3,1
109,1079,1,116,2,1,1,1,1
110,988,1,116,2,0,NaN,3,1
111,406,1,116,2,0,0,2,1
112,556,1,116,2,0,1,1,1
113,1099,1,116,2,0,0,2,1
114,539,1,116,2,0,NaN,3,1
115,958,1,116,2,1,1,1,1
116,NaN,1,116,1,0,NaN,3,1
117,NaN,1,116,1,0,1,2,1
118,NaN,1,116,1,0,0,1,1
119,364,1,116,2,0,NaN,3,1
120,NaN,1,116,1,1,1,2,1
1,1045,1,117,2,1,NaN,3,1
2,584,1,117,2,0,1,1,1
3,677,1,117,2,1,0,2,1
4,678,1,117,2,1,0,2,1
5,813,1,117,2,0,NaN,3,1
6,814,1,117,2,1,1,1,1
7,670,1,117,2,1,1,1,1
8,633,1,117,2,0,0,2,1
9,631,1,117,2,0,NaN,3,1
10,812,1,117,2,0,1,1,1
11,1040,1,117,2,0,0,2,1
12,1621,1,117,2,1,NaN,3,1
13,769,1,117,2,0,NaN,3,1
14,811,1,117,2,1,1,1,1
15,672,1,117,2,0,0,2,1
16,813,1,117,2,1,NaN,3,1
17,1218,1,117,2,1,1,1,1
18,NaN,1,117,1,1,1,2,1
19,NaN,1,117,1,1,1,2,1
20,957,1,117,2,1,1,1,1
21,NaN,1,117,1,0,NaN,3,1
22,751,1,117,2,0,1,1,1
23,671,1,117,2,1,NaN,3,1
24,948,1,117,2,0,0,2,1
25,NaN,1,117,1,1,1,2,1
26,NaN,1,117,1,0,0,1,1
27,822,1,117,2,0,NaN,3,1
28,903,1,117,2,0,0,2,1
29,1263,1,117,2,1,1,1,1
30,677,1,117,2,1,NaN,3,1
31,1444,1,117,2,1,NaN,3,1
32,NaN,1,117,1,0,0,1,1
33,NaN,1,117,1,1,1,2,1
34,NaN,1,117,1,0,0,1,1
35,484,1,117,2,1,NaN,3,1
36,NaN,1,117,1,1,1,2,1
37,524,1,117,2,1,NaN,3,1
38,NaN,1,117,1,0,1,2,1
39,482,1,117,2,0,1,1,1
40,1082,1,117,2,1,NaN,3,1
41,NaN,1,117,1,1,0,1,1
42,NaN,1,117,1,1,1,2,1
43,NaN,1,117,1,0,0,1,1
44,571,1,117,2,1,NaN,3,1
45,NaN,1,117,1,0,1,2,1
46,1195,1,117,2,0,NaN,3,1
47,NaN,1,117,1,0,0,1,1
48,123,1,117,2,0,0,2,1
49,1348,1,117,2,1,1,1,1
50,541,1,117,2,1,NaN,3,1
51,228,1,117,2,0,0,2,1
52,NaN,1,117,1,1,1,2,1
53,NaN,1,117,1,0,0,1,1
54,597,1,117,2,1,NaN,3,1
55,NaN,1,117,1,1,0,1,1
56,1290,1,117,2,0,NaN,3,1
57,NaN,1,117,1,0,1,2,1
58,NaN,1,117,1,1,1,2,1
59,994,1,117,2,0,NaN,3,1
60,901,1,117,2,1,1,1,1
61,1298,1,117,2,1,1,1,1
62,NaN,1,117,1,1,1,2,1
63,478,1,117,2,0,NaN,3,1
64,582,1,117,2,1,NaN,3,1
65,450,1,117,2,1,1,1,1
66,NaN,1,117,1,1,1,2,1
67,793,1,117,2,1,1,1,1
68,NaN,1,117,1,1,1,2,1
69,705,1,117,2,1,NaN,3,1
70,NaN,1,117,1,1,1,2,1
71,660,1,117,2,1,NaN,3,1
72,534,1,117,2,1,1,1,1
73,1443,1,117,2,1,NaN,3,1
74,NaN,1,117,1,0,1,2,1
75,433,1,117,2,0,1,1,1
76,NaN,1,117,1,1,1,2,1
77,608,1,117,2,1,1,1,1
78,497,1,117,2,0,NaN,3,1
79,NaN,1,117,1,1,1,2,1
80,706,1,117,2,0,1,1,1
81,586,1,117,2,1,NaN,3,1
82,1174,1,117,2,1,NaN,3,1
83,NaN,1,117,1,1,1,2,1
84,837,1,117,2,0,1,1,1
85,810,1,117,2,0,NaN,3,1
86,NaN,1,117,1,1,1,2,1
87,1874,1,117,2,1,1,1,1
88,857,1,117,2,1,NaN,3,1
89,859,1,117,2,1,1,1,1
90,NaN,1,117,1,1,1,2,1
91,NaN,1,117,1,0,1,2,1
92,765,1,117,2,1,NaN,3,1
93,723,1,117,2,1,1,1,1
94,NaN,1,117,1,1,1,2,1
95,569,1,117,2,1,1,1,1
96,1128,1,117,2,1,NaN,3,1
97,NaN,1,117,1,0,NaN,3,1
98,524,1,117,2,0,0,2,1
99,624,1,117,2,1,1,1,1
100,NaN,1,117,1,1,1,2,1
101,567,1,117,2,1,1,1,1
102,722,1,117,2,1,NaN,3,1
103,678,1,117,2,0,NaN,3,1
104,NaN,1,117,1,1,1,2,1
105,966,1,117,2,1,1,1,1
106,NaN,1,117,1,0,0,1,1
107,565,1,117,2,0,NaN,3,1
108,NaN,1,117,1,1,1,2,1
109,NaN,1,117,1,1,1,2,1
110,643,1,117,2,1,NaN,3,1
111,672,1,117,2,1,1,1,1
112,NaN,1,117,1,1,1,2,1
113,883,1,117,2,0,1,1,1
114,678,1,117,2,1,NaN,3,1
115,1125,1,117,2,1,1,1,1
116,497,1,117,2,1,NaN,3,1
117,NaN,1,117,1,1,1,2,1
118,NaN,1,117,1,0,1,2,1
119,NaN,1,117,1,1,NaN,3,1
120,1695,1,117,2,1,1,1,1
1,NaN,2,118,1,0,0,1,1
2,NaN,2,118,1,0,0,3,1
3,NaN,2,118,1,1,1,2,1
4,1324,2,118,2,1,1,1,1
5,NaN,2,118,1,1,0,3,1
6,1029,2,118,2,1,0,2,1
7,257,2,118,2,1,1,3,1
8,NaN,2,118,1,0,0,1,1
9,NaN,2,118,1,1,1,2,1
10,NaN,2,118,1,0,0,3,1
11,NaN,2,118,1,1,1,2,1
12,NaN,2,118,1,1,0,1,1
13,NaN,2,118,1,0,0,1,1
14,NaN,2,118,1,0,0,3,1
15,NaN,2,118,1,1,1,2,1
16,NaN,2,118,1,1,1,2,1
17,NaN,2,118,1,0,0,3,1
18,NaN,2,118,1,1,0,1,1
19,NaN,2,118,1,1,0,1,1
20,NaN,2,118,1,0,0,3,1
21,NaN,2,118,1,1,1,2,1
22,NaN,2,118,1,0,0,1,1
23,1054,2,118,2,0,0,2,1
24,NaN,2,118,1,0,0,3,1
25,NaN,2,118,1,0,0,1,1
26,NaN,2,118,1,1,1,2,1
27,NaN,2,118,1,0,0,3,1
28,NaN,2,118,1,0,1,2,1
29,NaN,2,118,1,0,0,3,1
30,NaN,2,118,1,0,0,1,1
31,NaN,2,118,1,1,1,2,1
32,NaN,2,118,1,0,0,3,1
33,NaN,2,118,1,0,0,1,1
34,NaN,2,118,1,1,0,1,1
35,NaN,2,118,1,0,0,3,1
36,NaN,2,118,1,1,1,2,1
37,NaN,2,118,1,1,1,2,1
38,NaN,2,118,1,0,0,1,1
39,NaN,2,118,1,0,0,3,1
40,NaN,2,118,1,1,1,2,1
41,NaN,2,118,1,0,0,1,1
42,NaN,2,118,1,0,0,3,1
43,NaN,2,118,1,1,0,1,1
44,NaN,2,118,1,1,1,2,1
45,NaN,2,118,1,0,0,3,1
46,NaN,2,118,1,0,0,1,1
47,NaN,2,118,1,0,1,2,1
48,NaN,2,118,1,0,0,3,1
49,NaN,2,118,1,1,0,3,1
50,NaN,2,118,1,0,0,1,1
51,NaN,2,118,1,1,1,2,1
52,NaN,2,118,1,0,0,3,1
53,NaN,2,118,1,1,1,2,1
54,NaN,2,118,1,1,0,1,1
55,NaN,2,118,1,1,1,2,1
56,NaN,2,118,1,1,0,1,1
57,NaN,2,118,1,0,0,3,1
58,NaN,2,118,1,0,0,1,1
59,NaN,2,118,1,1,0,3,1
60,NaN,2,118,1,1,1,2,1
61,NaN,2,118,1,1,0,1,1
62,NaN,2,118,1,1,1,2,1
63,NaN,2,118,1,0,0,3,1
64,NaN,2,118,1,0,0,1,1
65,NaN,2,118,1,1,1,2,1
66,1048,2,118,2,1,1,3,1
67,NaN,2,118,1,0,0,3,1
68,NaN,2,118,1,0,0,1,1
69,NaN,2,118,1,1,1,2,1
70,NaN,2,118,1,0,0,1,1
71,NaN,2,118,1,0,0,3,1
72,NaN,2,118,1,0,1,2,1
73,NaN,2,118,1,0,0,3,1
74,NaN,2,118,1,1,1,2,1
75,NaN,2,118,1,0,0,1,1
76,NaN,2,118,1,1,1,2,1
77,NaN,2,118,1,0,0,1,1
78,NaN,2,118,1,0,0,3,1
79,NaN,2,118,1,0,0,1,1
80,NaN,2,118,1,1,0,3,1
81,NaN,2,118,1,1,1,2,1
82,NaN,2,118,1,0,1,2,1
83,NaN,2,118,1,0,0,1,1
84,NaN,2,118,1,0,0,3,1
85,NaN,2,118,1,1,0,1,1
86,NaN,2,118,1,0,1,2,1
87,NaN,2,118,1,1,0,3,1
88,NaN,2,118,1,0,0,3,1
89,NaN,2,118,1,1,1,2,1
90,NaN,2,118,1,1,0,1,1
91,NaN,2,118,1,1,0,1,1
92,NaN,2,118,1,0,0,3,1
93,NaN,2,118,1,0,1,2,1
94,NaN,2,118,1,0,1,2,1
95,NaN,2,118,1,0,0,1,1
96,NaN,2,118,1,0,0,3,1
97,NaN,2,118,1,0,0,1,1
98,NaN,2,118,1,1,1,2,1
99,NaN,2,118,1,0,0,3,1
100,NaN,2,118,1,0,1,2,1
101,NaN,2,118,1,0,0,1,1
102,NaN,2,118,1,0,0,3,1
103,NaN,2,118,1,0,0,3,1
104,NaN,2,118,1,1,1,2,1
105,NaN,2,118,1,1,0,1,1
106,NaN,2,118,1,0,0,3,1
107,NaN,2,118,1,1,1,2,1
108,NaN,2,118,1,0,0,1,1
109,NaN,2,118,1,0,0,3,1
110,NaN,2,118,1,0,0,1,1
111,NaN,2,118,1,1,1,2,1
112,NaN,2,118,1,0,1,2,1
113,NaN,2,118,1,0,0,1,1
114,NaN,2,118,1,0,0,3,1
115,NaN,2,118,1,0,0,3,1
116,NaN,2,118,1,0,0,1,1
117,NaN,2,118,1,1,1,2,1
118,NaN,2,118,1,0,0,3,1
119,NaN,2,118,1,1,1,2,1
120,NaN,2,118,1,0,0,1,1
1,1521,1,119,2,1,1,1,1
2,NaN,1,119,1,1,NaN,3,1
3,871,1,119,2,0,0,2,1
4,455,1,119,2,1,1,1,1
5,NaN,1,119,1,1,NaN,3,1
6,NaN,1,119,1,1,1,2,1
7,NaN,1,119,1,0,NaN,3,1
8,546,1,119,2,1,1,1,1
9,NaN,1,119,1,1,1,2,1
10,NaN,1,119,1,0,1,2,1
11,524,1,119,2,1,1,1,1
12,NaN,1,119,1,0,NaN,3,1
13,NaN,1,119,1,1,1,2,1
14,NaN,1,119,1,0,NaN,3,1
15,413,1,119,2,1,1,1,1
16,994,1,119,2,1,1,1,1
17,NaN,1,119,1,0,NaN,3,1
18,NaN,1,119,1,1,1,2,1
19,NaN,1,119,1,1,1,2,1
20,NaN,1,119,1,1,NaN,3,1
21,427,1,119,2,1,1,1,1
22,NaN,1,119,1,0,NaN,3,1
23,498,1,119,2,1,1,1,1
24,NaN,1,119,1,1,1,2,1
25,427,1,119,2,0,1,1,1
26,NaN,1,119,1,1,NaN,3,1
27,NaN,1,119,1,1,1,2,1
28,NaN,1,119,1,1,NaN,3,1
29,472,1,119,2,1,1,1,1
30,NaN,1,119,1,0,1,2,1
31,418,1,119,2,1,1,1,1
32,NaN,1,119,1,0,NaN,3,1
33,NaN,1,119,1,1,1,2,1
34,NaN,1,119,1,0,NaN,3,1
35,473,1,119,2,1,1,1,1
36,NaN,1,119,1,1,1,2,1
37,490,1,119,2,1,1,1,1
38,NaN,1,119,1,0,NaN,3,1
39,NaN,1,119,1,0,1,2,1
40,NaN,1,119,1,1,NaN,3,1
41,NaN,1,119,1,1,1,2,1
42,386,1,119,2,1,1,1,1
43,NaN,1,119,1,0,NaN,3,1
44,461,1,119,2,1,1,1,1
45,NaN,1,119,1,1,1,2,1
46,386,1,119,2,1,1,1,1
47,NaN,1,119,1,0,NaN,3,1
48,NaN,1,119,1,1,1,2,1
49,NaN,1,119,1,1,NaN,3,1
50,476,1,119,2,1,1,1,1
51,NaN,1,119,1,1,1,2,1
52,900,1,119,2,1,1,1,1
53,NaN,1,119,1,1,1,2,1
54,NaN,1,119,1,1,NaN,3,1
55,580,1,119,2,1,1,1,1
56,NaN,1,119,1,0,NaN,3,1
57,NaN,1,119,1,1,1,2,1
58,604,1,119,2,0,NaN,3,1
59,NaN,1,119,1,0,1,2,1
60,503,1,119,2,1,1,1,1
61,779,1,119,2,1,1,1,1
62,NaN,1,119,1,1,1,2,1
63,NaN,1,119,1,0,NaN,3,1
64,NaN,1,119,1,0,NaN,3,1
65,NaN,1,119,1,1,1,2,1
66,444,1,119,2,1,1,1,1
67,630,1,119,2,1,1,1,1
68,NaN,1,119,1,1,1,2,1
69,467,1,119,2,1,NaN,3,1
70,424,1,119,2,1,1,1,1
71,398,1,119,2,0,NaN,3,1
72,NaN,1,119,1,1,1,2,1
73,396,1,119,2,1,NaN,3,1
74,NaN,1,119,1,1,1,2,1
75,400,1,119,2,1,1,1,1
76,NaN,1,119,1,1,1,2,1
77,559,1,119,2,0,NaN,3,1
78,1246,1,119,2,1,1,1,1
79,410,1,119,2,1,1,1,1
80,NaN,1,119,1,1,1,2,1
81,407,1,119,2,0,NaN,3,1
82,516,1,119,2,1,1,1,1
83,NaN,1,119,1,1,NaN,3,1
84,NaN,1,119,1,1,1,2,1
85,640,1,119,2,1,NaN,3,1
86,NaN,1,119,1,1,1,2,1
87,531,1,119,2,1,1,1,1
88,NaN,1,119,1,1,NaN,3,1
89,NaN,1,119,1,1,1,2,1
90,449,1,119,2,1,1,1,1
91,591,1,119,2,1,1,1,1
92,659,1,119,2,1,NaN,3,1
93,422,1,119,2,0,0,2,1
94,687,1,119,2,1,NaN,3,1
95,692,1,119,2,0,0,2,1
96,697,1,119,2,1,1,1,1
97,582,1,119,2,1,1,1,1
98,838,1,119,2,1,NaN,3,1
99,NaN,1,119,1,1,1,2,1
100,763,1,119,2,0,1,1,1
101,NaN,1,119,1,1,1,2,1
102,625,1,119,2,0,NaN,3,1
103,872,1,119,2,1,NaN,3,1
104,432,1,119,2,1,1,1,1
105,NaN,1,119,1,1,1,2,1
106,NaN,1,119,1,1,1,2,1
107,922,1,119,2,1,NaN,3,1
108,395,1,119,2,0,1,1,1
109,NaN,1,119,1,1,1,2,1
110,659,1,119,2,0,NaN,3,1
111,638,1,119,2,1,1,1,1
112,NaN,1,119,1,1,NaN,3,1
113,652,1,119,2,0,1,1,1
114,NaN,1,119,1,1,1,2,1
115,NaN,1,119,1,1,NaN,3,1
116,NaN,1,119,1,0,0,1,1
117,NaN,1,119,1,0,1,2,1
118,486,1,119,2,0,1,1,1
119,513,1,119,2,1,NaN,3,1
120,NaN,1,119,1,1,1,2,1
1,NaN,1,120,1,0,NaN,3,1
2,399,1,120,2,1,1,1,1
3,716,1,120,2,1,0,2,1
4,696,1,120,2,0,NaN,3,1
5,612,1,120,2,1,0,2,1
6,662,1,120,2,0,1,1,1
7,707,1,120,2,1,1,1,1
8,NaN,1,120,1,0,NaN,3,1
9,400,1,120,2,0,0,2,1
10,586,1,120,2,1,0,2,1
11,NaN,1,120,1,1,NaN,3,1
12,334,1,120,2,1,1,1,1
13,NaN,1,120,1,1,NaN,3,1
14,460,1,120,2,0,1,1,1
15,593,1,120,2,1,0,2,1
16,544,1,120,2,1,NaN,3,1
17,NaN,1,120,1,0,0,1,1
18,510,1,120,2,0,0,2,1
19,770,1,120,2,0,0,2,1
20,852,1,120,2,0,NaN,3,1
21,808,1,120,2,1,1,1,1
22,437,1,120,2,0,1,1,1
23,NaN,1,120,1,0,NaN,3,1
24,328,1,120,2,0,0,2,1
25,NaN,1,120,1,0,NaN,3,1
26,547,1,120,2,0,1,1,1
27,NaN,1,120,1,1,1,2,1
28,445,1,120,2,0,0,2,1
29,607,1,120,2,1,NaN,3,1
30,371,1,120,2,1,1,1,1
31,657,1,120,2,1,NaN,3,1
32,283,1,120,2,0,1,1,1
33,442,1,120,2,0,0,2,1
34,401,1,120,2,1,1,1,1
35,NaN,1,120,1,0,1,2,1
36,293,1,120,2,1,NaN,3,1
37,282,1,120,2,0,1,1,1
38,NaN,1,120,1,1,1,2,1
39,270,1,120,2,0,NaN,3,1
40,261,1,120,2,1,1,1,1
41,406,1,120,2,0,NaN,3,1
42,NaN,1,120,1,0,1,2,1
43,708,1,120,2,1,0,2,1
44,670,1,120,2,1,NaN,3,1
45,232,1,120,2,1,1,1,1
46,571,1,120,2,0,1,1,1
47,687,1,120,2,1,0,2,1
48,968,1,120,2,1,NaN,3,1
49,74,1,120,2,0,0,2,1
50,564,1,120,2,0,NaN,3,1
51,368,1,120,2,1,1,1,1
52,863,1,120,2,1,0,2,1
53,510,1,120,2,1,NaN,3,1
54,3,1,120,2,1,1,1,1
55,581,1,120,2,1,1,1,1
56,NaN,1,120,1,1,NaN,3,1
57,562,1,120,2,1,0,2,1
58,665,1,120,2,1,1,1,1
59,NaN,1,120,1,1,1,2,1
60,NaN,1,120,1,0,NaN,3,1
61,NaN,1,120,1,0,0,1,1
62,1918,1,120,2,0,0,2,1
63,303,1,120,2,0,NaN,3,1
64,251,1,120,2,1,NaN,3,1
65,328,1,120,2,0,0,2,1
66,348,1,120,2,0,1,1,1
67,561,1,120,2,0,NaN,3,1
68,300,1,120,2,1,1,1,1
69,NaN,1,120,1,1,1,2,1
70,302,1,120,2,0,NaN,3,1
71,529,1,120,2,0,0,2,1
72,333,1,120,2,1,1,1,1
73,NaN,1,120,1,0,0,1,1
74,NaN,1,120,1,0,NaN,3,1
75,489,1,120,2,1,0,2,1
76,NaN,1,120,1,0,0,1,1
77,NaN,1,120,1,0,NaN,3,1
78,485,1,120,2,1,0,2,1
79,NaN,1,120,1,1,1,2,1
80,376,1,120,2,1,1,1,1
81,282,1,120,2,1,NaN,3,1
82,318,1,120,2,0,0,2,1
83,291,1,120,2,1,NaN,3,1
84,NaN,1,120,1,0,0,1,1
85,514,1,120,2,1,1,1,1
86,292,1,120,2,0,0,2,1
87,NaN,1,120,1,0,NaN,3,1
88,246,1,120,2,0,0,2,1
89,NaN,1,120,1,0,0,1,1
90,385,1,120,2,0,NaN,3,1
91,803,1,120,2,1,1,1,1
92,NaN,1,120,1,1,1,2,1
93,274,1,120,2,0,NaN,3,1
94,526,1,120,2,0,1,1,1
95,1315,1,120,2,0,NaN,3,1
96,NaN,1,120,1,0,1,2,1
97,370,1,120,2,0,0,2,1
98,NaN,1,120,1,0,0,1,1
99,1570,1,120,2,1,NaN,3,1
100,NaN,1,120,1,0,0,1,1
101,693,1,120,2,0,NaN,3,1
102,603,1,120,2,1,0,2,1
103,NaN,1,120,1,1,NaN,3,1
104,439,1,120,2,0,0,2,1
105,604,1,120,2,1,1,1,1
106,NaN,1,120,1,0,1,2,1
107,NaN,1,120,1,1,0,1,1
108,NaN,1,120,1,0,NaN,3,1
109,NaN,1,120,1,1,NaN,3,1
110,347,1,120,2,1,1,1,1
111,671,1,120,2,0,0,2,1
112,758,1,120,2,0,1,1,1
113,278,1,120,2,0,NaN,3,1
114,278,1,120,2,1,0,2,1
115,291,1,120,2,0,0,2,1
116,NaN,1,120,1,1,NaN,3,1
117,621,1,120,2,1,1,1,1
118,NaN,1,120,1,1,NaN,3,1
119,413,1,120,2,0,0,2,1
120,523,1,120,2,1,1,1,1
1,1076,2,121,2,0,0,2,1
2,678,2,121,2,0,1,1,1
3,589,2,121,2,1,1,3,1
4,821,2,121,2,1,1,3,1
5,NaN,2,121,1,0,0,1,1
6,NaN,2,121,1,0,1,2,1
7,886,2,121,2,1,0,2,1
8,NaN,2,121,1,1,0,1,1
9,727,2,121,2,1,1,3,1
10,658,2,121,2,0,1,3,1
11,893,2,121,2,0,0,2,1
12,1107,2,121,2,1,1,1,1
13,652,2,121,2,0,1,1,1
14,875,2,121,2,1,1,3,1
15,413,2,121,2,0,0,2,1
16,NaN,2,121,1,0,0,1,1
17,802,2,121,2,1,1,3,1
18,1229,2,121,2,0,0,2,1
19,1068,2,121,2,1,0,2,1
20,1790,2,121,2,0,1,1,1
21,626,2,121,2,1,1,3,1
22,1555,2,121,2,1,1,1,1
23,588,2,121,2,1,1,3,1
24,NaN,2,121,1,0,1,2,1
25,864,2,121,2,1,1,3,1
26,NaN,2,121,1,1,1,2,1
27,NaN,2,121,1,1,0,1,1
28,NaN,2,121,1,0,0,1,1
29,1065,2,121,2,0,0,2,1
30,404,2,121,2,1,1,3,1
31,1269,2,121,2,0,1,1,1
32,518,2,121,2,1,1,3,1
33,1701,2,121,2,0,0,2,1
34,NaN,2,121,1,1,0,1,1
35,NaN,2,121,1,0,1,2,1
36,547,2,121,2,0,1,3,1
37,NaN,2,121,1,1,0,3,1
38,758,2,121,2,1,1,1,1
39,780,2,121,2,0,0,2,1
40,1525,2,121,2,1,1,3,1
41,NaN,2,121,1,0,0,1,1
42,NaN,2,121,1,1,1,2,1
43,1017,2,121,2,1,1,1,1
44,683,2,121,2,1,1,3,1
45,NaN,2,121,1,1,1,2,1
46,1511,2,121,2,1,0,2,1
47,NaN,2,121,1,1,0,1,1
48,656,2,121,2,1,1,3,1
49,982,2,121,2,1,1,3,1
50,NaN,2,121,1,0,1,2,1
51,1198,2,121,2,1,1,1,1
52,NaN,2,121,1,1,1,2,1
53,769,2,121,2,1,1,3,1
54,732,2,121,2,1,1,1,1
55,1285,2,121,2,1,1,1,1
56,NaN,2,121,1,0,1,2,1
57,346,2,121,2,1,1,3,1
58,981,2,121,2,1,0,2,1
59,603,2,121,2,1,1,3,1
60,398,2,121,2,1,1,1,1
61,1644,2,121,2,0,0,2,1
62,378,2,121,2,1,1,1,1
63,524,2,121,2,1,1,3,1
64,642,2,121,2,1,1,3,1
65,1440,2,121,2,0,0,2,1
66,428,2,121,2,0,1,1,1
67,NaN,2,121,1,0,0,1,1
68,1481,2,121,2,0,0,2,1
69,481,2,121,2,1,1,3,1
70,NaN,2,121,1,1,1,2,1
71,NaN,2,121,1,1,0,1,1
72,349,2,121,2,1,1,3,1
73,339,2,121,2,0,0,2,1
74,1868,2,121,2,1,1,1,1
75,1926,2,121,2,1,1,3,1
76,499,2,121,2,1,1,1,1
77,628,2,121,2,0,1,3,1
78,829,2,121,2,1,0,2,1
79,406,2,121,2,1,0,2,1
80,389,2,121,2,1,1,3,1
81,847,2,121,2,0,1,1,1
82,740,2,121,2,1,0,2,1
83,707,2,121,2,1,1,3,1
84,1732,2,121,2,1,1,1,1
85,708,2,121,2,0,0,2,1
86,524,2,121,2,0,1,1,1
87,669,2,121,2,1,1,3,1
88,666,2,121,2,1,1,3,1
89,668,2,121,2,0,0,2,1
90,1454,2,121,2,1,1,1,1
91,NaN,2,121,1,1,1,2,1
92,952,2,121,2,1,1,3,1
93,750,2,121,2,1,1,1,1
94,947,2,121,2,1,1,1,1
95,534,2,121,2,1,1,3,1
96,686,2,121,2,0,0,2,1
97,692,2,121,2,1,1,3,1
98,NaN,2,121,1,0,0,1,1
99,443,2,121,2,0,0,2,1
100,NaN,2,121,1,1,1,2,1
101,NaN,2,121,1,0,0,1,1
102,311,2,121,2,1,1,3,1
103,1251,2,121,2,1,1,1,1
104,NaN,2,121,1,0,1,2,1
105,565,2,121,2,1,1,3,1
106,1085,2,121,2,1,1,3,1
107,1539,2,121,2,0,1,1,1
108,1047,2,121,2,0,0,2,1
109,NaN,2,121,1,0,0,3,1
110,895,2,121,2,0,0,2,1
111,982,2,121,2,1,1,1,1
112,542,2,121,2,0,1,3,1
113,1203,2,121,2,0,0,2,1
114,1316,2,121,2,0,1,1,1
115,NaN,2,121,1,1,0,3,1
116,NaN,2,121,1,1,1,2,1
117,560,2,121,2,1,1,1,1
118,NaN,2,121,1,0,0,3,1
119,854,2,121,2,0,0,2,1
120,893,2,121,2,1,1,1,1
1,NaN,1,122,1,0,NaN,3,1
2,NaN,1,122,1,1,1,2,1
3,NaN,1,122,1,0,0,1,1
4,NaN,1,122,1,1,NaN,3,1
5,NaN,1,122,1,0,1,2,1
6,NaN,1,122,1,0,0,1,1
7,NaN,1,122,1,0,NaN,3,1
8,NaN,1,122,1,0,1,2,1
9,NaN,1,122,1,0,0,1,1
10,NaN,1,122,1,0,1,2,1
11,NaN,1,122,1,1,NaN,3,1
12,NaN,1,122,1,0,0,1,1
13,NaN,1,122,1,0,1,2,1
14,NaN,1,122,1,0,NaN,3,1
15,NaN,1,122,1,0,0,1,1
16,NaN,1,122,1,1,1,2,1
17,NaN,1,122,1,1,0,1,1
18,NaN,1,122,1,1,NaN,3,1
19,NaN,1,122,1,0,0,1,1
20,NaN,1,122,1,1,NaN,3,1
21,NaN,1,122,1,1,1,2,1
22,433,1,122,2,1,1,1,1
23,NaN,1,122,1,1,1,2,1
24,NaN,1,122,1,0,NaN,3,1
25,417,1,122,2,1,1,1,1
26,NaN,1,122,1,0,NaN,3,1
27,NaN,1,122,1,1,1,2,1
28,NaN,1,122,1,0,1,2,1
29,295,1,122,2,1,NaN,3,1
30,480,1,122,2,1,1,1,1
31,417,1,122,2,1,1,1,1
32,396,1,122,2,0,0,2,1
33,305,1,122,2,1,NaN,3,1
34,488,1,122,2,0,NaN,3,1
35,404,1,122,2,1,1,1,1
36,762,1,122,2,0,0,2,1
37,592,1,122,2,0,0,2,1
38,546,1,122,2,1,1,1,1
39,463,1,122,2,0,NaN,3,1
40,457,1,122,2,1,1,1,1
41,NaN,1,122,1,1,1,2,1
42,620,1,122,2,1,NaN,3,1
43,511,1,122,2,0,1,1,1
44,655,1,122,2,0,0,2,1
45,799,1,122,2,1,NaN,3,1
46,425,1,122,2,0,NaN,3,1
47,551,1,122,2,0,1,1,1
