sub,t,s,a,acc,r,rt,cond,block
3,237,2,1,1,1,NaN,1,2
3,238,2,1,1,1,NaN,1,2
3,239,3,1,NaN,0,NaN,1,2
3,240,1,2,1,1,531,1,2
4,1,5,2,0,0,798,2,1
4,2,4,2,1,1,758,2,1
4,3,6,2,1,1,1108,2,1
4,4,6,2,1,0,990,2,1
4,5,4,2,1,1,757,2,1
4,6,5,1,1,1,NaN,2,1
4,7,5,1,1,1,NaN,2,1
4,8,4,2,1,1,757,2,1
4,9,6,1,0,0,NaN,2,1
4,10,4,2,1,1,601,2,1
4,11,6,2,1,1,967,2,1
4,12,5,1,1,1,NaN,2,1
4,13,6,2,1,1,736,2,1
4,14,5,1,1,1,NaN,2,1
4,15,4,2,1,1,419,2,1
4,16,5,1,1,1,NaN,2,1
4,17,6,2,1,1,577,2,1
4,18,4,2,1,0,446,2,1
4,19,6,2,1,1,780,2,1
4,20,4,2,1,1,437,2,1
4,21,5,1,1,1,NaN,2,1
4,22,6,2,1,1,787,2,1
4,23,5,1,1,1,NaN,2,1
4,24,4,2,1,1,384,2,1
4,25,6,2,1,1,694,2,1
4,26,4,2,1,1,428,2,1
4,27,5,1,1,0,NaN,2,1
4,28,4,2,1,1,436,2,1
4,29,5,1,1,1,NaN,2,1
4,30,6,2,1,0,447,2,1
4,31,6,2,1,1,653,2,1
4,32,5,1,1,0,NaN,2,1
4,33,4,2,1,1,416,2,1
4,34,6,2,1,0,430,2,1
4,35,4,2,1,1,525,2,1
4,36,5,1,1,1,NaN,2,1
4,37,4,2,1,1,490,2,1
4,38,5,1,1,1,NaN,2,1
4,39,6,2,1,1,1050,2,1
4,40,5,1,1,1,NaN,2,1
4,41,4,2,1,0,555,2,1
4,42,6,2,1,1,621,2,1
4,43,6,2,1,0,749,2,1
4,44,5,1,1,1,NaN,2,1
4,45,4,2,1,1,1002,2,1
4,46,6,2,1,1,908,2,1
4,47,4,2,1,0,702,2,1
4,48,5,1,1,0,NaN,2,1
4,49,6,2,1,1,691,2,1
4,50,4,2,1,1,757,2,1
4,51,5,1,1,1,NaN,2,1
4,52,5,1,1,0,NaN,2,1
4,53,4,2,1,1,647,2,1
4,54,6,2,1,0,956,2,1
4,55,6,2,1,1,893,2,1
4,56,4,2,1,1,902,2,1
4,57,5,1,1,1,NaN,2,1
4,58,5,1,1,1,NaN,2,1
4,59,4,2,1,1,872,2,1
4,60,6,2,1,1,965,2,1
4,61,6,2,1,0,654,2,1
4,62,5,1,1,1,NaN,2,1
4,63,4,2,1,1,473,2,1
4,64,5,1,1,1,NaN,2,1
4,65,4,2,1,1,607,2,1
4,66,6,2,1,1,790,2,1
4,67,6,2,1,0,716,2,1
4,68,5,1,1,0,NaN,2,1
4,69,4,2,1,1,618,2,1
4,70,6,2,1,1,564,2,1
4,71,4,2,1,1,513,2,1
4,72,5,1,1,1,NaN,2,1
4,73,4,2,1,1,474,2,1
4,74,5,1,1,1,NaN,2,1
4,75,6,2,1,0,521,2,1
4,76,5,1,1,1,NaN,2,1
4,77,6,2,1,1,858,2,1
4,78,4,2,1,1,571,2,1
4,79,5,1,1,1,NaN,2,1
4,80,4,2,1,1,499,2,1
4,81,6,2,1,1,741,2,1
4,82,4,2,1,0,709,2,1
4,83,5,1,1,1,NaN,2,1
4,84,6,2,1,1,435,2,1
4,85,4,2,1,1,532,2,1
4,86,5,1,1,1,NaN,2,1
4,87,6,2,1,0,890,2,1
4,88,6,2,1,1,1012,2,1
4,89,4,2,1,0,741,2,1
4,90,5,1,1,1,NaN,2,1
4,91,5,1,1,1,NaN,2,1
4,92,4,2,1,1,479,2,1
4,93,6,2,1,1,580,2,1
4,94,6,2,1,1,629,2,1
4,95,5,1,1,1,NaN,2,1
4,96,4,2,1,1,690,2,1
4,97,5,1,1,1,NaN,2,1
4,98,6,2,1,0,680,2,1
4,99,4,2,1,1,710,2,1
4,100,6,2,1,1,780,2,1
4,101,5,1,1,1,NaN,2,1
4,102,4,2,1,1,730,2,1
4,103,5,1,1,1,NaN,2,1
4,104,4,2,1,1,551,2,1
4,105,6,2,1,0,646,2,1
4,106,4,2,1,1,516,2,1
4,107,6,2,1,1,613,2,1
4,108,5,1,1,0,NaN,2,1
4,109,5,1,1,1,NaN,2,1
4,110,4,2,1,1,511,2,1
4,111,6,2,1,1,699,2,1
4,112,5,1,1,1,NaN,2,1
4,113,6,2,1,0,786,2,1
4,114,4,2,1,0,444,2,1
4,115,4,2,1,1,557,2,1
4,116,6,2,1,1,574,2,1
4,117,5,1,1,0,NaN,2,1
4,118,4,2,1,1,721,2,1
4,119,6,2,1,1,789,2,1
4,120,5,1,1,1,NaN,2,1
4,121,1,2,1,1,707,1,2
4,122,3,2,NaN,1,557,1,2
4,123,2,2,0,1,572,1,2
4,124,2,2,0,0,574,1,2
4,125,1,2,1,0,637,1,2
4,126,3,2,NaN,1,764,1,2
4,127,2,2,0,1,805,1,2
4,128,3,2,NaN,0,566,1,2
4,129,1,2,1,0,499,1,2
4,130,2,1,1,0,NaN,1,2
4,131,3,1,NaN,0,NaN,1,2
4,132,1,1,0,0,NaN,1,2
4,133,1,2,1,0,628,1,2
4,134,3,2,NaN,0,652,1,2
4,135,2,2,0,0,388,1,2
4,136,1,2,1,1,645,1,2
4,137,3,2,NaN,0,644,1,2
4,138,2,2,0,0,340,1,2
4,139,1,2,1,0,766,1,2
4,140,3,2,NaN,0,420,1,2
4,141,2,2,0,1,622,1,2
4,142,3,2,NaN,0,782,1,2
4,143,2,2,0,0,660,1,2
4,144,1,2,1,1,694,1,2
4,145,2,1,1,1,NaN,1,2
4,146,1,1,0,0,NaN,1,2
4,147,3,1,NaN,0,NaN,1,2
4,148,3,1,NaN,0,NaN,1,2
4,149,1,1,0,1,NaN,1,2
4,150,2,2,0,0,740,1,2
4,151,1,2,1,1,669,1,2
4,152,3,2,NaN,0,725,1,2
4,153,2,1,1,0,NaN,1,2
4,154,1,2,1,0,737,1,2
4,155,3,2,NaN,1,485,1,2
4,156,2,1,1,1,NaN,1,2
4,157,3,2,NaN,1,569,1,2
4,158,2,1,1,1,NaN,1,2
4,159,1,2,1,1,520,1,2
4,160,1,2,1,1,557,1,2
4,161,2,1,1,1,NaN,1,2
4,162,3,2,NaN,0,488,1,2
4,163,2,1,1,1,NaN,1,2
4,164,1,2,1,0,569,1,2
4,165,3,2,NaN,1,452,1,2
4,166,3,2,NaN,0,717,1,2
4,167,1,2,1,1,582,1,2
4,168,2,1,1,1,NaN,1,2
4,169,2,2,0,0,481,1,2
4,170,1,2,1,0,574,1,2
4,171,3,2,NaN,1,628,1,2
4,172,1,2,1,1,766,1,2
4,173,2,1,1,1,NaN,1,2
4,174,3,2,NaN,0,1051,1,2
4,175,3,2,NaN,0,1004,1,2
4,176,2,1,1,1,NaN,1,2
4,177,1,2,1,0,874,1,2
4,178,1,2,1,0,740,1,2
4,179,3,2,NaN,0,797,1,2
4,180,2,1,1,1,NaN,1,2
4,181,3,2,NaN,0,654,1,2
4,182,1,2,1,1,581,1,2
4,183,2,1,1,1,NaN,1,2
4,184,2,1,1,1,NaN,1,2
4,185,1,1,0,0,NaN,1,2
4,186,3,1,NaN,0,NaN,1,2
4,187,2,1,1,1,NaN,1,2
4,188,1,2,1,1,773,1,2
4,189,3,1,NaN,0,NaN,1,2
4,190,1,2,1,1,937,1,2
4,191,3,2,NaN,1,517,1,2
4,192,2,1,1,1,NaN,1,2
4,193,2,1,1,1,NaN,1,2
4,194,1,2,1,1,573,1,2
4,195,3,2,NaN,0,972,1,2
4,196,2,1,1,1,NaN,1,2
4,197,3,2,NaN,1,706,1,2
4,198,1,2,1,1,979,1,2
4,199,2,1,1,1,NaN,1,2
4,200,1,2,1,1,938,1,2
4,201,3,2,NaN,1,989,1,2
4,202,1,2,1,0,997,1,2
4,203,3,2,NaN,0,1182,1,2
4,204,2,1,1,1,NaN,1,2
4,205,2,1,1,0,NaN,1,2
4,206,3,2,NaN,0,660,1,2
4,207,1,2,1,1,692,1,2
4,208,3,2,NaN,1,1141,1,2
4,209,1,2,1,1,1382,1,2
4,210,2,1,1,0,NaN,1,2
4,211,3,2,NaN,0,752,1,2
4,212,1,2,1,0,1094,1,2
4,213,2,1,1,1,NaN,1,2
4,214,3,2,NaN,1,680,1,2
4,215,1,2,1,0,726,1,2
4,216,2,1,1,1,NaN,1,2
4,217,1,2,1,0,1065,1,2
4,218,2,1,1,1,NaN,1,2
4,219,3,2,NaN,1,1427,1,2
4,220,1,2,1,1,1236,1,2
4,221,3,2,NaN,1,1526,1,2
4,222,2,1,1,1,NaN,1,2
4,223,1,2,1,1,1354,1,2
4,224,2,1,1,0,NaN,1,2
4,225,3,2,NaN,1,1145,1,2
4,226,3,2,NaN,1,1431,1,2
4,227,1,2,1,1,1284,1,2
4,228,2,1,1,0,NaN,1,2
4,229,3,2,NaN,0,1129,1,2
4,230,1,2,1,0,1460,1,2
4,231,2,1,1,1,NaN,1,2
4,232,1,2,1,1,1115,1,2
4,233,3,2,NaN,0,1596,1,2
4,234,2,1,1,0,NaN,1,2
4,235,3,2,NaN,0,1186,1,2
4,236,1,2,1,1,1019,1,2
4,237,2,1,1,1,NaN,1,2
4,238,3,2,NaN,1,971,1,2
4,239,2,1,1,0,NaN,1,2
4,240,1,2,1,1,944,1,2
5,1,5,2,0,0,704,2,1
5,2,4,2,1,1,606,2,1
5,3,6,2,1,1,583,2,1
5,4,4,2,1,0,654,2,1
5,5,6,2,1,1,630,2,1
5,6,5,2,0,1,1212,2,1
5,7,6,2,1,1,564,2,1
5,8,4,1,0,0,NaN,2,1
5,9,5,2,0,0,835,2,1
5,10,5,1,1,1,NaN,2,1
5,11,4,2,1,0,980,2,1
5,12,6,2,1,1,436,2,1
5,13,5,1,1,1,NaN,2,1
5,14,6,2,1,1,604,2,1
5,15,4,2,1,1,733,2,1
5,16,4,2,1,0,736,2,1
5,17,5,1,1,1,NaN,2,1
5,18,6,2,1,1,470,2,1
5,19,5,1,1,0,NaN,2,1
5,20,4,2,1,1,487,2,1
5,21,6,2,1,1,509,2,1
5,22,6,2,1,1,787,2,1
5,23,4,1,0,0,NaN,2,1
5,24,5,2,0,0,385,2,1
5,25,4,2,1,0,482,2,1
5,26,5,1,1,1,NaN,2,1
5,27,6,2,1,0,351,2,1
5,28,4,2,1,1,575,2,1
5,29,6,2,1,1,557,2,1
5,30,5,2,0,0,484,2,1
5,31,6,2,1,1,517,2,1
5,32,5,1,1,1,NaN,2,1
5,33,4,2,1,1,411,2,1
5,34,6,2,1,1,489,2,1
5,35,5,1,1,1,NaN,2,1
5,36,4,1,0,0,NaN,2,1
5,37,5,2,0,0,556,2,1
5,38,6,2,1,1,545,2,1
5,39,4,2,1,1,447,2,1
5,40,6,2,1,1,584,2,1
5,41,5,1,1,1,NaN,2,1
5,42,4,1,0,0,NaN,2,1
5,43,5,1,1,1,NaN,2,1
5,44,6,2,1,1,331,2,1
5,45,4,2,1,0,435,2,1
5,46,5,2,0,0,399,2,1
5,47,4,2,1,0,750,2,1
5,48,6,2,1,1,517,2,1
5,49,4,2,1,0,677,2,1
5,50,5,1,1,1,NaN,2,1
5,51,6,2,1,1,356,2,1
5,52,5,2,0,0,582,2,1
5,53,6,2,1,1,461,2,1
5,54,4,2,1,1,344,2,1
5,55,6,2,1,1,521,2,1
5,56,5,1,1,1,NaN,2,1
5,57,4,2,1,1,501,2,1
5,58,4,1,0,0,NaN,2,1
5,59,5,1,1,1,NaN,2,1
5,60,6,2,1,1,421,2,1
5,61,4,2,1,1,584,2,1
5,62,5,1,1,1,NaN,2,1
5,63,6,2,1,0,464,2,1
5,64,4,2,1,1,683,2,1
5,65,6,2,1,1,480,2,1
5,66,5,1,1,1,NaN,2,1
5,67,5,1,1,1,NaN,2,1
5,68,4,2,1,1,607,2,1
5,69,6,2,1,0,325,2,1
5,70,5,1,1,1,NaN,2,1
5,71,6,2,1,1,710,2,1
5,72,4,1,0,0,NaN,2,1
5,73,6,2,1,1,460,2,1
5,74,5,2,0,1,474,2,1
5,75,4,1,0,0,NaN,2,1
5,76,5,2,0,1,579,2,1
5,77,6,2,1,1,390,2,1
5,78,4,1,0,0,NaN,2,1
5,79,6,2,1,1,405,2,1
5,80,5,2,0,0,634,2,1
5,81,4,1,0,0,NaN,2,1
5,82,6,2,1,1,415,2,1
5,83,5,2,0,0,344,2,1
5,84,4,1,0,0,NaN,2,1
5,85,5,2,0,0,510,2,1
5,86,6,2,1,1,479,2,1
5,87,4,1,0,0,NaN,2,1
5,88,6,2,1,1,402,2,1
5,89,5,1,1,1,NaN,2,1
5,90,4,1,0,0,NaN,2,1
5,91,5,2,0,1,659,2,1
5,92,4,1,0,1,NaN,2,1
5,93,6,2,1,1,458,2,1
5,94,5,1,1,1,NaN,2,1
5,95,4,1,0,0,NaN,2,1
5,96,6,2,1,1,338,2,1
5,97,5,2,0,0,377,2,1
5,98,4,1,0,0,NaN,2,1
5,99,6,2,1,1,534,2,1
5,100,4,2,1,1,756,2,1
5,101,6,2,1,1,508,2,1
5,102,5,1,1,1,NaN,2,1
5,103,5,2,0,0,451,2,1
5,104,6,2,1,1,488,2,1
5,105,4,2,1,0,814,2,1
5,106,5,2,0,0,369,2,1
5,107,6,2,1,1,439,2,1
5,108,4,1,0,1,NaN,2,1
5,109,6,2,1,0,574,2,1
5,110,4,1,0,1,NaN,2,1
5,111,5,1,1,0,NaN,2,1
5,112,6,2,1,1,365,2,1
5,113,5,1,1,1,NaN,2,1
5,114,4,1,0,0,NaN,2,1
5,115,4,1,0,0,NaN,2,1
5,116,5,2,0,0,510,2,1
5,117,6,2,1,1,489,2,1
5,118,5,2,0,0,720,2,1
5,119,6,2,1,1,418,2,1
5,120,4,1,0,1,NaN,2,1
5,121,3,2,NaN,0,699,1,2
5,122,2,2,0,0,438,1,2
5,123,1,2,1,1,393,1,2
5,124,2,1,1,1,NaN,1,2
5,125,3,1,NaN,0,NaN,1,2
5,126,1,2,1,1,471,1,2
5,127,3,1,NaN,1,NaN,1,2
5,128,2,2,0,1,470,1,2
5,129,1,2,1,1,545,1,2
5,130,3,1,NaN,1,NaN,1,2
5,131,2,2,0,0,674,1,2
5,132,1,2,1,1,514,1,2
5,133,1,2,1,1,675,1,2
5,134,3,1,NaN,0,NaN,1,2
5,135,2,2,0,1,531,1,2
5,136,2,2,0,0,648,1,2
5,137,3,1,NaN,1,NaN,1,2
5,138,1,2,1,1,367,1,2
5,139,3,1,NaN,1,NaN,1,2
5,140,1,2,1,1,631,1,2
5,141,2,2,0,0,843,1,2
5,142,3,2,NaN,0,628,1,2
5,143,1,2,1,1,367,1,2
5,144,2,2,0,0,340,1,2
5,145,3,1,NaN,0,NaN,1,2
5,146,1,2,1,1,414,1,2
5,147,2,2,0,0,563,1,2
5,148,2,2,0,0,642,1,2
5,149,3,1,NaN,1,NaN,1,2
5,150,1,2,1,1,331,1,2
5,151,2,2,0,0,647,1,2
5,152,1,2,1,1,440,1,2
5,153,3,2,NaN,0,718,1,2
5,154,2,1,1,1,NaN,1,2
5,155,1,2,1,1,400,1,2
5,156,3,2,NaN,0,357,1,2
5,157,1,2,1,1,879,1,2
5,158,2,1,1,1,NaN,1,2
5,159,3,2,NaN,0,387,1,2
5,160,1,2,1,1,519,1,2
5,161,3,2,NaN,0,381,1,2
5,162,2,2,0,1,580,1,2
5,163,2,1,1,1,NaN,1,2
5,164,1,2,1,1,381,1,2
5,165,3,1,NaN,0,NaN,1,2
5,166,1,2,1,0,526,1,2
5,167,2,2,0,1,337,1,2
5,168,3,2,NaN,0,384,1,2
5,169,2,2,0,0,581,1,2
5,170,3,1,NaN,1,NaN,1,2
5,171,1,2,1,1,326,1,2
5,172,1,2,1,1,502,1,2
5,173,3,1,NaN,0,NaN,1,2
5,174,2,2,0,0,336,1,2
5,175,2,2,0,1,886,1,2
5,176,3,1,NaN,0,NaN,1,2
5,177,1,2,1,1,514,1,2
5,178,3,1,NaN,0,NaN,1,2
5,179,1,2,1,1,481,1,2
5,180,2,2,0,1,618,1,2
5,181,3,2,NaN,0,939,1,2
5,182,2,2,0,0,394,1,2
5,183,1,2,1,1,392,1,2
5,184,3,1,NaN,0,NaN,1,2
5,185,1,2,1,1,480,1,2
5,186,2,2,0,0,343,1,2
5,187,1,2,1,0,336,1,2
5,188,3,1,NaN,1,NaN,1,2
5,189,2,1,1,0,NaN,1,2
5,190,2,2,0,1,553,1,2
5,191,1,2,1,1,519,1,2
5,192,3,1,NaN,0,NaN,1,2
5,193,1,2,1,1,352,1,2
5,194,2,1,1,1,NaN,1,2
5,195,3,1,NaN,0,NaN,1,2
5,196,2,2,0,0,585,1,2
5,197,3,1,NaN,0,NaN,1,2
5,198,1,2,1,0,504,1,2
5,199,1,2,1,1,572,1,2
5,200,2,1,1,1,NaN,1,2
5,201,3,2,NaN,0,387,1,2
5,202,2,2,0,0,580,1,2
5,203,1,2,1,1,415,1,2
5,204,3,1,NaN,1,NaN,1,2
5,205,1,2,1,1,465,1,2
5,206,3,1,NaN,0,NaN,1,2
5,207,2,1,1,1,NaN,1,2
5,208,2,1,1,0,NaN,1,2
5,209,3,1,NaN,1,NaN,1,2
5,210,1,2,1,1,346,1,2
5,211,3,1,NaN,1,NaN,1,2
5,212,1,2,1,1,346,1,2
5,213,2,2,0,0,613,1,2
5,214,1,2,1,1,463,1,2
5,215,2,1,1,1,NaN,1,2
5,216,3,1,NaN,1,NaN,1,2
5,217,1,2,1,1,353,1,2
5,218,2,1,1,1,NaN,1,2
5,219,3,1,NaN,1,NaN,1,2
5,220,3,1,NaN,1,NaN,1,2
5,221,2,1,1,1,NaN,1,2
5,222,1,2,1,1,456,1,2
5,223,2,2,0,1,438,1,2
5,224,1,2,1,0,1296,1,2
5,225,3,1,NaN,1,NaN,1,2
5,226,2,1,1,1,NaN,1,2
5,227,3,1,NaN,0,NaN,1,2
5,228,1,2,1,1,330,1,2
5,229,2,2,0,0,608,1,2
5,230,3,1,NaN,1,NaN,1,2
5,231,1,2,1,1,424,1,2
5,232,2,1,1,1,NaN,1,2
5,233,1,2,1,1,375,1,2
5,234,3,1,NaN,0,NaN,1,2
5,235,2,2,0,0,334,1,2
5,236,3,1,NaN,1,NaN,1,2
5,237,1,2,1,1,382,1,2
5,238,2,1,1,1,NaN,1,2
5,239,1,2,1,1,481,1,2
5,240,3,2,NaN,1,471,1,2
6,1,2,2,0,0,832,1,1
6,2,1,2,1,1,795,1,1
6,3,3,2,NaN,1,800,1,1
6,4,3,2,NaN,1,725,1,1
6,5,2,1,1,0,NaN,1,1
6,6,1,2,1,1,680,1,1
6,7,2,2,0,0,914,1,1
6,8,3,2,NaN,1,825,1,1
6,9,1,2,1,1,816,1,1
6,10,3,2,NaN,0,1154,1,1
6,11,1,2,1,1,705,1,1
6,12,2,1,1,1,NaN,1,1
6,13,2,2,0,0,1200,1,1
6,14,1,2,1,0,753,1,1
6,15,3,2,NaN,1,561,1,1
6,16,3,2,NaN,0,679,1,1
6,17,2,1,1,1,NaN,1,1
6,18,1,2,1,1,873,1,1
6,19,3,2,NaN,0,631,1,1
6,20,1,2,1,1,634,1,1
6,21,2,1,1,1,NaN,1,1
6,22,3,1,NaN,1,NaN,1,1
6,23,1,2,1,0,571,1,1
6,24,2,2,0,1,779,1,1
6,25,2,2,0,0,766,1,1
6,26,1,2,1,1,692,1,1
6,27,3,2,NaN,0,1082,1,1
6,28,1,2,1,1,657,1,1
6,29,3,1,NaN,0,NaN,1,1
6,30,2,2,0,0,558,1,1
6,31,2,1,1,1,NaN,1,1
6,32,1,2,1,0,729,1,1
6,33,3,1,NaN,1,NaN,1,1
6,34,1,2,1,1,720,1,1
6,35,2,1,1,1,NaN,1,1
6,36,3,1,NaN,0,NaN,1,1
6,37,2,2,0,0,627,1,1
6,38,1,2,1,0,538,1,1
6,39,3,1,NaN,1,NaN,1,1
6,40,2,1,1,1,NaN,1,1
6,41,3,1,NaN,0,NaN,1,1
6,42,1,2,1,1,691,1,1
6,43,1,2,1,1,875,1,1
6,44,2,1,1,1,NaN,1,1
6,45,3,1,NaN,1,NaN,1,1
6,46,2,1,1,1,NaN,1,1
6,47,3,1,NaN,0,NaN,1,1
6,48,1,2,1,1,599,1,1
6,49,2,1,1,1,NaN,1,1
6,50,3,1,NaN,0,NaN,1,1
6,51,1,2,1,0,575,1,1
6,52,2,2,0,0,731,1,1
6,53,1,2,1,0,766,1,1
6,54,3,1,NaN,1,NaN,1,1
6,55,1,2,1,1,1123,1,1
6,56,2,1,1,1,NaN,1,1
6,57,3,1,NaN,0,NaN,1,1
6,58,2,1,1,1,NaN,1,1
6,59,3,1,NaN,0,NaN,1,1
6,60,1,2,1,0,852,1,1
6,61,1,2,1,1,1167,1,1
6,62,2,1,1,1,NaN,1,1
6,63,3,1,NaN,0,NaN,1,1
6,64,2,1,1,1,NaN,1,1
6,65,3,1,NaN,0,NaN,1,1
6,66,1,2,1,1,596,1,1
6,67,3,2,NaN,0,922,1,1
6,68,1,2,1,1,546,1,1
6,69,2,1,1,1,NaN,1,1
6,70,2,1,1,0,NaN,1,1
6,71,3,2,NaN,1,1058,1,1
6,72,1,2,1,0,874,1,1
6,73,2,1,1,1,NaN,1,1
6,74,3,2,NaN,1,725,1,1
6,75,1,2,1,1,699,1,1
6,76,2,1,1,1,NaN,1,1
6,77,3,2,NaN,1,1189,1,1
6,78,1,2,1,1,510,1,1
6,79,1,2,1,1,721,1,1
6,80,3,2,NaN,0,1107,1,1
6,81,2,1,1,0,NaN,1,1
6,82,3,2,NaN,1,876,1,1
6,83,1,2,1,1,626,1,1
6,84,2,1,1,1,NaN,1,1
6,85,2,1,1,1,NaN,1,1
6,86,1,2,1,1,717,1,1
6,87,3,2,NaN,1,841,1,1
6,88,1,2,1,1,626,1,1
6,89,2,1,1,0,NaN,1,1
6,90,3,2,NaN,0,881,1,1
6,91,2,1,1,1,NaN,1,1
6,92,3,2,NaN,1,826,1,1
6,93,1,2,1,0,735,1,1
6,94,3,2,NaN,1,862,1,1
6,95,2,1,1,1,NaN,1,1
6,96,1,2,1,1,707,1,1
6,97,3,2,NaN,0,890,1,1
6,98,1,2,1,0,685,1,1
6,99,2,1,1,1,NaN,1,1
6,100,3,2,NaN,1,787,1,1
6,101,1,2,1,1,606,1,1
6,102,2,1,1,1,NaN,1,1
6,103,3,2,NaN,0,845,1,1
6,104,2,1,1,0,NaN,1,1
6,105,1,2,1,1,649,1,1
6,106,3,2,NaN,1,583,1,1
6,107,1,2,1,0,681,1,1
6,108,2,1,1,0,NaN,1,1
6,109,3,2,NaN,1,637,1,1
6,110,1,2,1,1,896,1,1
6,111,2,1,1,1,NaN,1,1
6,112,3,2,NaN,0,495,1,1
6,113,2,1,1,1,NaN,1,1
6,114,1,2,1,1,666,1,1
6,115,2,1,1,0,NaN,1,1
6,116,3,2,NaN,1,895,1,1
6,117,1,2,1,1,688,1,1
6,118,1,2,1,1,718,1,1
6,119,3,2,NaN,1,783,1,1
6,120,2,1,1,1,NaN,1,1
6,121,4,2,1,1,1095,2,2
6,122,5,2,0,0,749,2,2
6,123,6,2,NaN,1,641,2,2
6,124,4,2,1,1,832,2,2
6,125,5,2,0,0,681,2,2
6,126,6,2,NaN,1,1155,2,2
6,127,5,1,1,0,NaN,2,2
6,128,4,2,1,1,660,2,2
6,129,6,2,NaN,1,525,2,2
6,130,4,2,1,0,700,2,2
6,131,5,1,1,0,NaN,2,2
6,132,6,2,NaN,0,689,2,2
6,133,6,2,NaN,1,682,2,2
6,134,4,2,1,1,688,2,2
6,135,5,1,1,0,NaN,2,2
6,136,4,2,1,1,752,2,2
6,137,6,2,NaN,1,530,2,2
6,138,5,2,0,0,513,2,2
6,139,4,2,1,1,610,2,2
6,140,6,2,NaN,0,555,2,2
6,141,5,1,1,1,NaN,2,2
6,142,5,1,1,1,NaN,2,2
6,143,4,2,1,1,681,2,2
6,144,6,2,NaN,1,655,2,2
6,145,4,2,1,0,1054,2,2
6,146,5,1,1,0,NaN,2,2
6,147,6,2,NaN,1,668,2,2
6,148,5,1,1,1,NaN,2,2
6,149,4,2,1,1,694,2,2
6,150,6,2,NaN,1,608,2,2
6,151,5,1,1,1,NaN,2,2
6,152,6,2,NaN,1,588,2,2
6,153,4,2,1,0,527,2,2
6,154,5,1,1,1,NaN,2,2
6,155,4,2,1,0,860,2,2
6,156,6,2,NaN,1,532,2,2
6,157,4,2,1,1,633,2,2
6,158,5,1,1,1,NaN,2,2
6,159,6,2,NaN,1,529,2,2
6,160,4,2,1,0,562,2,2
6,161,5,1,1,1,NaN,2,2
6,162,6,2,NaN,1,530,2,2
6,163,4,1,0,0,NaN,2,2
6,164,5,1,1,1,NaN,2,2
6,165,6,2,NaN,0,589,2,2
6,166,6,2,NaN,1,906,2,2
6,167,5,1,1,1,NaN,2,2
6,168,4,2,1,1,716,2,2
6,169,4,2,1,1,782,2,2
6,170,6,2,NaN,1,685,2,2
6,171,5,1,1,1,NaN,2,2
6,172,6,2,NaN,1,590,2,2
6,173,4,2,1,1,781,2,2
6,174,5,1,1,1,NaN,2,2
6,175,5,1,1,1,NaN,2,2
6,176,6,2,NaN,0,714,2,2
6,177,4,2,1,1,556,2,2
6,178,4,2,1,1,590,2,2
6,179,6,2,NaN,1,564,2,2
6,180,5,1,1,1,NaN,2,2
6,181,4,2,1,1,1279,2,2
6,182,5,1,1,1,NaN,2,2
6,183,6,2,NaN,0,616,2,2
6,184,4,2,1,1,701,2,2
6,185,6,2,NaN,1,687,2,2
6,186,5,1,1,0,NaN,2,2
6,187,6,2,NaN,1,657,2,2
6,188,5,1,1,1,NaN,2,2
6,189,4,2,1,1,507,2,2
6,190,4,2,1,1,850,2,2
6,191,5,2,0,1,461,2,2
6,192,6,2,NaN,1,557,2,2
6,193,5,1,1,1,NaN,2,2
6,194,4,2,1,1,558,2,2
6,195,6,2,NaN,0,604,2,2
6,196,5,1,1,1,NaN,2,2
6,197,4,2,1,1,974,2,2
6,198,6,2,NaN,1,634,2,2
6,199,6,2,NaN,1,621,2,2
6,200,5,1,1,1,NaN,2,2
6,201,4,2,1,1,707,2,2
6,202,6,2,NaN,0,732,2,2
6,203,4,2,1,0,621,2,2
6,204,5,1,1,1,NaN,2,2
6,205,5,1,1,0,NaN,2,2
6,206,4,2,1,1,715,2,2
6,207,6,2,NaN,1,463,2,2
6,208,5,1,1,1,NaN,2,2
6,209,4,2,1,1,1042,2,2
6,210,6,2,NaN,1,780,2,2
6,211,4,2,1,1,802,2,2
6,212,6,2,NaN,1,674,2,2
6,213,5,1,1,1,NaN,2,2
6,214,5,1,1,1,NaN,2,2
6,215,6,2,NaN,0,756,2,2
6,216,4,2,1,1,762,2,2
6,217,6,2,NaN,0,705,2,2
6,218,5,1,1,1,NaN,2,2
6,219,4,2,1,1,670,2,2
6,220,5,1,1,1,NaN,2,2
6,221,6,2,NaN,1,593,2,2
6,222,4,2,1,1,690,2,2
6,223,4,2,1,1,640,2,2
6,224,6,2,NaN,0,764,2,2
6,225,5,1,1,1,NaN,2,2
6,226,5,1,1,1,NaN,2,2
6,227,6,2,NaN,1,540,2,2
6,228,4,2,1,0,551,2,2
6,229,4,2,1,1,736,2,2
6,230,6,2,NaN,1,601,2,2
6,231,5,1,1,1,NaN,2,2
6,232,6,2,NaN,1,686,2,2
6,233,5,1,1,1,NaN,2,2
6,234,4,2,1,1,669,2,2
6,235,4,2,1,0,635,2,2
6,236,5,1,1,1,NaN,2,2
6,237,6,2,NaN,1,558,2,2
6,238,5,1,1,1,NaN,2,2
6,239,6,2,NaN,1,631,2,2
6,240,4,2,1,1,693,2,2
7,1,3,2,NaN,0,1145,1,1
7,2,2,2,0,1,594,1,1
7,3,1,2,1,1,552,1,1
7,4,1,2,1,1,744,1,1
